

Colorado (PST) SNOTEL Site Grizzly Peak - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Mar 23 11:54:02 GMT-08:00 2023. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,TOBS.I-1 (degC) ,TOBS.I-2 (degC) ,TOBS.I-3 (degC) ,TMAX.D-1 (degC) ,TMAX.D-2 (degC) ,TMAX.D-3 (degC) ,TMIN.D-1 (degC) ,TMIN.D-2 (degC) ,TMIN.D-3 (degC) ,TAVG.D-1 (degC) ,TAVG.D-2 (degC) ,TAVG.D-3 (degC) ,
505,1999-12-12,,   -13.3,-99.9,-99.9,    -8.8,-99.9,-99.9,   -15.5,-99.9,-99.9,   -12.6,-99.9,-99.9,
505,1999-12-13,,   -10.0,-99.9,-99.9,    -6.7,-99.9,-99.9,   -14.7,-99.9,-99.9,   -10.6,-99.9,-99.9,
505,1999-12-14,,   -16.5,-99.9,-99.9,    -1.7,-99.9,-99.9,   -16.6,-99.9,-99.9,    -8.1,-99.9,-99.9,
505,1999-12-15,,   -15.7,-99.9,-99.9,   -15.7,-99.9,-99.9,   -18.8,-99.9,-99.9,   -17.2,-99.9,-99.9,
505,1999-12-16,,   -11.3,-99.9,-99.9,    -9.0,-99.9,-99.9,   -17.6,-99.9,-99.9,   -13.0,-99.9,-99.9,
505,1999-12-17,,    -6.5,-99.9,-99.9,    -3.7,-99.9,-99.9,   -11.3,-99.9,-99.9,    -7.2,-99.9,-99.9,
505,1999-12-18,,   -11.1,-99.9,-99.9,    -4.6,-99.9,-99.9,   -13.5,-99.9,-99.9,    -8.4,-99.9,-99.9,
505,1999-12-19,,   -11.4,-99.9,-99.9,    -5.0,-99.9,-99.9,   -11.4,-99.9,-99.9,    -8.7,-99.9,-99.9,
505,1999-12-20,,   -13.0,-99.9,-99.9,    -8.1,-99.9,-99.9,   -13.8,-99.9,-99.9,   -11.8,-99.9,-99.9,
505,1999-12-21,,   -14.5,-99.9,-99.9,   -11.1,-99.9,-99.9,   -14.6,-99.9,-99.9,   -13.0,-99.9,-99.9,
505,1999-12-22,,   -16.8,-99.9,-99.9,    -8.3,-99.9,-99.9,   -17.4,-99.9,-99.9,   -13.8,-99.9,-99.9,
505,1999-12-23,,   -10.0,-99.9,-99.9,   -10.0,-99.9,-99.9,   -17.2,-99.9,-99.9,   -13.5,-99.9,-99.9,
505,1999-12-24,,    -8.5,-99.9,-99.9,    -3.4,-99.9,-99.9,   -12.2,-99.9,-99.9,    -8.4,-99.9,-99.9,
505,1999-12-25,,    -6.9,-99.9,-99.9,    -1.6,-99.9,-99.9,    -8.9,-99.9,-99.9,    -6.5,-99.9,-99.9,
505,1999-12-26,,    -5.9,-99.9,-99.9,     1.2,-99.9,-99.9,    -6.7,-99.9,-99.9,    -3.8,-99.9,-99.9,
505,1999-12-27,,    -8.5,-99.9,-99.9,     0.5,-99.9,-99.9,    -8.6,-99.9,-99.9,    -4.6,-99.9,-99.9,
505,1999-12-28,,    -7.4,-99.9,-99.9,    -1.5,-99.9,-99.9,    -9.2,-99.9,-99.9,    -6.3,-99.9,-99.9,
505,1999-12-29,,    -4.2,-99.9,-99.9,     2.0,-99.9,-99.9,    -7.7,-99.9,-99.9,    -3.3,-99.9,-99.9,
505,1999-12-30,,    -8.0,-99.9,-99.9,     2.4,-99.9,-99.9,    -8.0,-99.9,-99.9,    -3.6,-99.9,-99.9,
505,1999-12-31,,    -7.9,-99.9,-99.9,    -0.6,-99.9,-99.9,   -10.1,-99.9,-99.9,    -6.5,-99.9,-99.9,




